palavra,polaridade,tipo
hesitante,-1.4,
hesitar,-1.4,
hesitar,-1.4,
esconder,-0.4,
ocultar,-0.7,
esconder,-0.7,
se esconder,-1.2,TERM
realcar,1.4,
hilario,1.7,
obstaculo,-1.7,
feriado,1.7,
feriado,1.6,
com saudade de casa,-0.7,TERM
nostalgia,-1.8,
honesto,2.3,
honester,1.9,
mais honesto,3.0,TERM
honesties,1.8,
honestamente,2.0,
honestidade,2.2,
honra,2.2,
honorabilidade,2.2,
honroso,2.5,
honrosamente,2.4,
honorario,0.6,
honorariamente,1.9,
honorario,1.4,
honrar,2.8,
homenagear,2.1,
homenagear,2.3,
honorifico,1.4,
honorificamente,2.2,
honorifico,1.7,
honrar,2.3,
honra,2.3,
honrador,1.8,
honrador,1.6,
hooligan,-1.5,
hooliganismo,-2.1,
hooligan,-1.1,
hooray,2.3,
esperanca,1.9,
esperar,1.6,
esperancoso,2.3,
esperancosamente,1.7,
sem esperanca,-2.0,TERM
irremediavelmente,-2.2,
desesperanca,-3.1,
esperanca,1.8,
em o esperanca,1.8,TERM
horrer,-2.8,
horrivelmente,-1.9,
horrent,-0.9,
horrivelidade,-2.4,
horrivel,-2.1,
horrendo,-3.0,
horrorizar,-2.9,
horrorizar,-2.5,
horror,-2.7,
horror,-2.7,
hostil,-1.6,
hostil,-1.3,
hostilidade,-2.1,
hostilidade,-2.5,
huckster,-0.9,
enorme,1.3,
huggable,1.6,
abracou,1.7,
hugger,1.6,
hugger,1.8,
abracar,1.8,
abraco,2.2,
humerous,1.4,
humilhar,-2.5,
humilhar,-1.4,
humilhar,-1.0,
humilhante,-1.2,
humilhantemente,-2.6,
humilhacao,-2.7,
humilhacoes,-2.4,
humor,1.1,
humoral,0.6,
humorado,1.2,
humoresque,1.2,
humoresques,0.9,
humorista,1.2,
humoristico,1.5,
humorista,1.3,
sem humor,-1.3,TERM
falta de humor,-1.4,TERM
com humor,2.3,TERM
humor,1.6,
fazer graca,1.7,TERM
comico,2.0,
fome,-1.0,
hurra,2.6,
trancar,1.9,
Hurrahing,2.4,
hurrahs,2.1,
atirar,1.2,
hurrays,2.4,
ferir,-2.4,
inflexao,-2.3,
ferimento,-1.9,
machucar,-1.7,
hurtle,-0.3,
se precipitar,-0.6,TERM
se precipitar,-1.0,TERM
sem ferido,0.3,TERM
se precipitar,-1.4,TERM
doi,-2.1,
hipocrito,-2.0,
histeria,-1.9,
histerico,-0.1,
ideal,2.4,
ideia,-1.9,
idealizar,1.4,
idealizar,2.1,
idealizar,2.0,
idealizar,0.6,
idealismo,1.7,
idealismo,0.8,
idealista,1.6,
idealista,0.7,
idealidade,1.5,
idealidade,1.9,
idealizacao,1.8,
idealizacoes,1.4,
idealizar,1.2,
idealizador,1.3,
idealizador,1.9,
idealless,-1.7,
idealmente,1.8,
idealogues,0.5,
ideologia,0.8,
ideal,0.8,
ignoravel,-1.0,
ignorante,-1.9,
ignorante,-2.3,
ignorancia,-1.5,
ignorancia,-1.2,
ignorantemente,-1.6,
ignorar,-1.5,
ignorar,-1.3,
ignorar,-1.1,
ignorar,-1.7,
eu ir,-1.8,TERM
ilegal,-2.6,
analfabetismo,-1.9,
doenca,-1.7,
doenca,-2.2,
imobilizar,-1.2,
imoral,-2.0,
imoralismo,-1.6,
imoralista,-2.1,
imoralista,-1.7,
imoralidade,-1.1,
imoralidade,-0.6,
imoralmente,-2.1,
imortal,1.0,
imune,1.2,
impaciencia,-1.8,
impaciente,-0.2,
impacientemente,-1.7,
imperfeito,-1.3,
impessoal,-1.3,
indelicar,-1.6,
impericir,-1.8,
impolunidade,-2.3,
importancia,1.5,
importancia,0.4,
importacao,1.4,
importante,0.8,
impor,-1.2,
impor,-0.3,
impoer,-0.4,
imponente,-0.4,
impressionar,1.9,
impressionar,2.1,
impressionar,2.1,
impressionabilidade,1.2,
impressionavel,0.8,
impressao,0.9,
impressionismo,0.8,
impressionismos,0.5,
impressionista,1.0,
impressionista,0.5,
impressoes,0.9,
impressionantemente,2.0,
melhorar,1.9,
melhorar,2.1,
melhoria,2.0,
melhoria,1.3,
melhorador,1.8,
melhorador,1.3,
melhora,1.8,
melhorar,1.8,
incapacidade,-1.7,
inacao,-1.0,
insuficiencia,-1.7,
inadequacao,-1.7,
inadequar,-1.7,
inadequadamente,-1.0,
incapaz,-1.6,
incapacitar,-1.9,
indignar,-2.0,
incentivo,1.5,
incompetencia,-2.3,
incompetente,-2.1,
inconsiderar,-1.9,
inconveniencia,-1.5,
inconveniente,-1.4,
aumentar,1.3,
aumentar,1.1,
indecisao,-0.8,
indeciso,-1.0,
em o duvida,-0.7,TERM
indecisamente,-0.9,
indestrutivel,0.6,
indiferenca,-0.2,
indiferente,-0.8,
indignacao,-2.4,
doutrinar,-1.4,
doutrinar,-0.4,
doutrina,-0.6,
doutrinar,-0.7,
ineficaz,-0.5,
ineficazmente,-1.3,
ineficacia,-1.3,
apaixonar,0.2,
paixao,0.6,
infectar,-2.2,
inferior,-1.7,
inferioridade,-1.9,
inferioridade,-1.1,
inferiormente,-2.0,
inferior,-0.5,
inflamar,-1.4,
influente,1.9,
violacao,-2.1,
enfurecer,-2.2,
enfurecido,-3.0,
enfurecer,-2.4,
inibino,-0.2,
inibir,-1.6,
inibir,-0.4,
inibir,-0.4,
inibicao,-1.5,
inibicoes,-0.8,
inibidor,-1.4,
inibidor,-1.0,
inibitorio,-1.0,
inibir,-0.9,
lesionar,-1.7,
injustico,-2.7,
inocencia,1.6,
inocentemente,1.4,
inocente,1.1,
inovar,2.2,
inovar,2.0,
inovacao,1.6,
inovativo,1.9,
inquisicao,-1.2,
inquisitivo,0.7,
insano,-1.7,
insanidade,-2.7,
inseguro,-1.8,
Inseguranca,-1.8,
inseguranco,-1.8,
insensivel,-0.9,
insensividade,-1.8,
insignificante,-1.4,
insincero,-1.8,
insinceramente,-1.9,
insinceridade,-1.4,
insipido,-2.0,
inspiracao,2.4,
inspirador,2.3,
de forma inspirador,2.3,TERM
inspiracoes,2.1,
inspirador,1.2,
inspirar,2.7,
inspirar,2.2,
inspirar,1.9,
inspiradoramente,2.6,
insulto,-2.3,
insultar,-2.3,
insultante,-2.0,
insultador,-2.0,
insultar,-2.2,
insultantemente,-2.3,
insulto,-1.8,
intacto,0.8,
integridade,1.6,
intelecto,2.0,
inteleccao,0.6,
inteleccoes,0.8,
intelectivo,1.7,
intelectualmente,0.8,
intelectual,2.3,
intelectualismo,2.2,
intelectualista,2.0,
intelectualista,0.8,
intelectualidade,1.7,
intelectualidade,1.7,
intelectualizacao,1.5,
intelectualizar,1.5,
intelectualizar,1.2,
intelectualiza,1.8,
intelectual,1.6,
Sapiencia,1.5,
inteligencia,1.6,
muito inteligente,1.9,TERM
intelligentsia,1.5,
inteligibilidade,1.5,
inteligivel,1.4,
inteligivelmente,1.2,
intenso,0.3,
interesse,2.0,
interessar,1.7,
interessante,1.7,
curiosamente,1.7,
curiosidade,1.8,
interesse,1.0,
interrogar,-1.6,
interromper,-1.4,
interromper,-1.2,
interruptor,-1.1,
interruptor,-1.3,
imterrompivel,-1.3,
interromper,-1.2,
interrupcao,-1.5,
interrupcoes,-1.7,
interruptivo,-1.4,
interromper,-1.3,
intimidar,-0.8,
intimido,-1.3,
intimidador,-1.9,
intimidantemente,-1.1,
intimidacao,-1.8,
intimidacoes,-1.4,
intimidador,-1.6,
intimidatorio,-1.1,
intrincar,0.6,
intriga,0.9,
revigorar,1.9,
revigorar,0.8,
revigorar,2.1,
revigorante,2.1,
revigorantemente,2.0,
revigoramento,1.5,
revigoracoes,1.2,
revigorador,1.1,
revigorante,1.2,
invencivel,2.2,
convite,0.6,
convidativo,1.3,
invulneravel,1.3,
irar,-2.9,
ironico,-0.5,
ironia,-0.2,
irracional,-1.4,
irracionalismo,-1.5,
irracionalista,-2.1,
irracional,-1.5,
irracionalidade,-1.5,
irracionalidade,-1.7,
irracionalmente,-1.6,
irresistivel,1.4,
irresoluto,-1.4,
irresponsavel,-1.9,
irreversivel,-0.8,
irritabilidade,-1.7,
irritavel,-2.1,
irritar,-1.8,
irritantemente,-2.0,
irritacao,-2.3,
irritacoes,-1.5,
isolavel,0.2,
isolar,-0.8,
isolar,-1.3,
isolado,-1.3,
isolamento,-1.7,
isolacionismo,0.4,
isolacionista,0.7,
isolamento,-0.5,
isolador,-0.4,
isolador,-0.4,
sarnento,-1.1,
louco,-2.8,
com ciume,-2.0,TERM
ciume,-2.0,
empurrao,-1.4,
empurrar,-0.8,
idiota,-1.1,
joia,1.5,
joia,2.0,
jocoso,1.2,
junte-se,1.2,
gracejo,1.2,
brincar,1.3,
palhaco,0.5,
piada,1.0,
jokester,1.5,
brincadeira,0.9,
Jokey,1.1,
brincadeira,0.9,
jollied,2.4,
jollies,2.0,
jollification,2.2,
je ollification,2.0,
zombar,2.1,
jollily,2.7,
paciencia,2.5,
jollities,1.7,
zangando,2.3,
jovial,1.9,
jubilo,2.7,
sem alegria,-2.5,TERM
falta de alegria,-2.7,TERM
com alegria,2.9,TERM
Joypop,-0.2,
joypopper,-0.1,
joyridden,0.6,
joyrider,0.7,
joyrider,1.3,
joyride,0.8,
de alegria,0.9,TERM
Joyrode,1.0,
alegria,2.2,
controle de video game,0.7,TERM
joystick,0.2,
jubiloso,3.0,
justico,2.4,
justificadamente,1.0,
justificar,1.7,
interessar,0.6,
mais intenso,1.9,TERM
intensamente,1.0,INCR
agudeza,1.4,
keem,0.1,
Kewl,1.3,
brincar,0.4,
matar,-3.7,
matador,-1.1,
matador,-0.1,
killdees,-0.6,
assassino,-3.3,
killick,0.1,
Killie,-0.1,
matar,-3.4,
killjoy,-2.1,
matanco,-1.7,
killock,-0.3,
matar,-2.5,
tipo,2.4,DECR
de o tipo,2.2,TERM
gentilmente,2.2,
beijo,1.8,
beijavel,2.0,
pegavel,1.9,
beijar,1.6,
beijoqueiro,1.7,
beijinho,1.5,
beijo,2.3,
se beijar,2.7,TERM
kissy,1.8,
falta,-1.3,
lackadaisical,-1.6,
atraso,-1.4,
atraso,-1.5,
coxo,-1.8,
lamebrain,-1.6,
lamedido,-2.5,
lamebraim,-1.2,
lamedh,0.1,
lamela,-0.1,
lamela,-0.1,
lamellibranch,0.2,
lamellibranch,-0.1,
maliciosamente,-2.0,
claudicacao,-0.8,
lamento,-2.0,
lamentavel,-1.5,
lamentabilidade,-1.3,
lamentavelmente,-1.5,
lamentacao,-1.4,
Lamentacoes,-1.9,
lamentar,-1.4,
lamentador,-0.5,
lamentar,-2.0,
lamentar,-1.5,
lamer,-1.4,
lame,-1.2,
lamest,-1.5,
marco,0.3,
risivel,0.2,
risadinha,1.2,
ridiculamente,1.2,
rir,2.2,
riso,2.2,
lancar,0.5,
lei,1.4,
acao judicial,-0.9,TERM
acoes judicial,-0.6,TERM
mais preguicoso,-2.3,TERM
mais lazyest,-2.7,TERM
preguicoso,-1.5,
fuga,-1.4,
vazar,-1.3,
sair,-0.2,
leet,1.3,
legalmente,0.4,
indulgente,1.1,
letargico,-1.2,
letargia,-1.4,
responsabilidade,-0.8,
responsabilidade,-0.8,
mentiroso,-2.3,
lirista,-0.4,
mentiroso,-2.4,
difamatorio,-2.1,
libertario,0.9,
libertarismo,0.4,
libertarianismos,0.1,
libertario,0.1,
libertinagem,0.2,
libertino,-0.9,
libertino,0.4,
Libertinismos,1.2,
mentir,-1.6,
mentira,-1.8,
salva-vida,2.8,
gostar,1.5,
simpatico,2.0,
gostar,1.8,
limitacao,-1.2,
limitar,-0.9,
litigio,-0.8,
litigioso,-0.8,
mais animado,1.7,TERM
meio de subsistencia,0.8,TERM
vivo,1.8,
vivacidade,1.6,
viver muito,1.7,TERM
liver,-2.5,
rir muito,2.9,TERM
odeior,-2.2,
detestar,-2.1,
repugnanci,-2.7,
lobby,0.1,
pressao,-0.3,
rier muito,1.8,TERM
solitario,-1.1,
mais solitario,-1.4,TERM
solidao,-1.8,
Solidoes,-1.5,
solitario,-0.9,
muito sozinho,-1.3,TERM
totalmente sozinho,-1.8,TERM
estar sozinho,-1.4,TERM
anseio,-0.1,
anseio,0.4,
tear,-0.9,
aparecer,-1.1,
iminente,-0.5,
aparecer,-0.6,
solto,-1.3,
perder,-0.6,
perder,-1.7,
fracassar,-2.4,
perdedor,-2.4,
perder,-1.6,
perda,-1.3,
perda,-1.7,
com perda,-1.2,TERM
perder,-1.3,
piolho,-1.6,
loused,-1.0,
louses,-1.3,
lousewort,0.1,
Louseworts,-0.6,
mais lousier,-2.2,TERM
mais pessimo,-2.6,TERM
miser,-1.7,
repugnantemente,-1.1,
amavel,3.0,
queridice,2.2,
amante,2.8,
amante,2.4,
o amor e,2.7,TERM
amorosidade,2.7,
baixo,-1.1,
bola baixo,-0.8,TERM
lowballed,-1.5,
Lowballing,-0.7,
lowballs,-1.2,
baixo nascer,-0.7,TERM
lowboy,-0.6,
de baixo teor,-2.6,TERM
lowbrow,-1.9,
lowbrows,-0.6,
lowdown,-0.8,
baixo,-0.2,
lowe,0.5,
baixar,-0.8,
mais baixo,-1.2,TERM
minuscula,0.3,
em minuscula,-0.2,TERM
pequeno classe,-0.4,TERM
abaixar,-0.5,
abaixar,-1.0,
diminuir,-0.5,
pequeno,-1.6,
planicie,-0.1,
Camponesa,-0.4,
baixista,-0.3,
planicie,-0.1,
baixo vida,-1.5,TERM
vidinha,-2.2,
luz baixo,-2.0,TERM
lowlights,-0.3,
Lowlihead,-0.3,
humildade,-1.1,
lowlinesse,-1.2,
lowlive,-2.1,
humilde,-1.0,
lown,0.9,
baixezar,-1.3,
lowrider,-0.2,
lowrider,0.1,
lealdade,1.0,
lealdade,0.9,
lealista,1.5,
leal,1.1,
lealmente,2.1,
sorte,2.0,
com sorte,1.9,TERM
sorteio,1.6,
mais afortunado,1.9,TERM
mais sortudo,2.9,TERM
sortudo,1.2,
sorte,1.6,
por sorte,1.8,TERM
ridiculo,-1.5,
ridiculo,-1.9,
lol,2.0,
lunatico,-2.2,
lunatico,-1.6,
espreitar,-0.8,
o espreito,-0.5,TERM
deitar,-2.4,
enlouquecer,-2.2,
madder,-1.2,
magnifico,2.3,
magnificamente,2.4,
ampliacao,1.0,
ampliacoes,1.2,
magnificencir,2.4,
magnificencio,2.3,
magnifico,1.4,
obrigatoriar,0.3,
maniaco,-2.1,
de forma maniaco,-1.7,TERM
maniaco,-1.2,
manipular,-1.6,
manipular,-1.5,
manipulacao,-1.2,
maravilha,1.8,
maravilhoso,2.9,
maravilho,2.0,
masoquismo,-1.6,
masoquismo,-1.1,
masoquista,-1.7,
masoquista,-1.2,
obra-prima,3.1,
obras-prima,2.5,
importar,0.1,
importar,0.1,
maduro,1.8,
significativo,1.3,
sem significado,-1.9,TERM
medalha,2.1,
mediocridade,-0.3,
meditativo,1.4,
meh,-0.3,
com melancolia,-2.0,TERM
melancolico,-1.0,
ameaca,-2.2,
ameacar,-1.7,
Misericordia,1.5,
merito,1.8,
merecer,1.4,
merecer,1.1,
meritocracia,0.6,
meritocrata,0.4,
meritocrato,1.1,
Meritorio,2.1,
merecidamente,1.3,
merecimento,1.7,
merecer,1.7,
meraimagem,2.0,
merrines,2.2,
foliao,2.2,
merrymaker,1.7,
merrymaking,2.2,
Merrymakings,2.4,
merrythoughtr,1.1,
merrythoughts,1.6,
bagunca,-1.5,
baguncar,-1.4,
metodico,0.6,
sem sentido,-1.9,TERM
milagre,2.8,
mirthful,2.7,
mirthfully,2.0,
comportar se mal,-1.9,TERM
mal comportar,-1.6,TERM
Misbehaves,-1.6,
Misbehaving,-1.7,
travessura,-1.5,
avarento,-1.8,
miseravel,-2.2,
miseravelmente,-2.1,
miserere,-0.8,
misericordia,-0.5,
miseria,-2.7,
avareza,-2.6,
avarento,-1.5,
Misgiving,-1.4,
desinformacao,-1.3,
desinformar,-1.6,
mal interpretar,-1.3,TERM
notificacao incorreto,-1.5,TERM
deturpacao,-2.0,
senhorito,-0.6,
sentir falta,-0.9,TERM
ausencia de,-1.2,TERM
erroneamente,-0.8,
confunder,-1.5,
por engano,-1.2,TERM
confundir,-1.1,
mal entendir,-1.8,TERM
entender mal,-1.3,TERM
incompreendido,-1.4,
Mlm,-1.4,
mmk,0.6,
gemido,-0.6,
gemeu,-0.4,
gemer,-0.4,
gemido,-0.6,
zombar,-1.3,
mocar,-0.8,
zombaria,-1.6,
mocado,-1.3,
zombar,-1.3,
zombar,-1.7,
molestacao,-1.9,
molestacoes,-2.9,
molestar,-1.9,
molestador,-2.3,
molestador,-2.2,
molestar,-2.8,
molestia,-3.1,
Mongering,-0.8,
monopolizar,-0.8,
monopolizar,-0.9,
monopolizar,-1.1,
monopolizar,-0.5,
mooch,-1.7,
Mooched,-1.4,
moocher,-1.5,
moochers,-1.9,
mooche,-1.4,
Mooching,-1.7,
mais mau,-1.1,TERM
mau humor,-1.4,TERM
temperamental,-1.5,
mope,-1.9,
Moping,-1.0,
moronicamente,-1.4,
moronidade,-1.1,
filho de o puta,-3.6,TERM
filho de um puta,-2.8,TERM
motivar,1.6,
motivar,2.0,
motivar,2.2,
motivacao,1.4,
Mourner,-1.6,
choro,-1.8,
Mournfuller,-1.9,
tristemente,-1.7,
arrasar,-1.8,
luto,-1.9,
de luto,-2.3,TERM
muah,2.3,
mumpish,-1.4,
assassinar,-3.4,
Murderee,-3.2,
murderees,-3.1,
assassinar,-2.2,
assasino,-2.6,
assassinar,-3.3,
assassamente,-3.1,
n00b,-1.6,
nag,-1.5,
nagano,-1.7,
nagger,-1.8,
nagger,-1.5,
mais nautico,-1.4,TERM
ranzinza,-1.7,
naggy,-1.7,
nags,-1.1,
nah,-0.4,
ingenuor,-1.1,
nastic,0.2,
mais desagradavel,-2.3,TERM
probleminha,-2.1,
nastinesse,-2.6,
chaga,0.4,
pastilha,0.1,
natural,1.5,
puro,2.0,
Neaten,1.2,
arrumar,2.0,
neatening,1.3,
neatem,1.1,
mais limpo,1.0,TERM
mais puro,1.7,TERM
neath,0.2,
Neatherd,-0.4,
ordenadamente,1.4,
limpeza,1.3,
neats,1.1,
carente,-1.4,
negativo,-2.7,
negatividade,-2.3,
negligencia,-2.0,
negligenciar,-2.4,
negligente,-1.7,
negligente,-1.5,
negligentemente,-2.1,
negligenciar,-1.7,
mais nerdier,-0.2,TERM
mais nitido,0.6,TERM
nerdish,-0.1,
nerdisse,-0.2,
nervo,-0.4,
nervosamente,-0.6,
nervosismo,-1.2,
neurotico,-1.4,
neuroticamente,-1.8,
neuroticismo,-0.9,
neurotico,-0.7,
bom,1.8,
gentilidade,1.6,
mais legal,2.2,TERM
lindo,1.5,
escrupulo,1.2,
nitir,1.7,
nigga,-1.4,
negro,-3.3,
nao,-1.2,NEG
nobre,2.0,
barulhento,-0.7,
absurdo,-1.7,
novato,-0.2,
notorio,-1.9,
romance,1.3,
entorpecir,-1.4,
numbat,0.2,
numero,0.3,
numeravel,0.6,
numbest,-1.0,
numbfish,-0.4,
numbfishe,-0.7,
entorpecimento,-1.1,
Numbingly,-1.3,
numico,0.4,
numbicamente,-1.4,
entume,-0.7,
numbskull,-2.3,
numbskulls,-2.2,
nurtural,1.5,
Nurturance,1.6,
nurturance,1.3,
nutricional,1.7,
nutrir,1.4,
nutrer,1.9,
nutridor,1.9,
nutridor,0.8,
nutrer,1.9,
nutrir,2.0,
noz,-1.3,
o.o,-0.8,
o / \ o,2.1,TERM
o_0,-0.1,
obliterar,-2.9,
obliterar,-2.1,
Obnoxio,-2.0,
desobediencia,-2.1,
obsceno,-2.8,
obcecado,-1.0,
obsessoes,-1.0,
obsessivo,-1.4,
obsessao,-1.4,
de forma obsessivo,-1.3,TERM
obsessivamente,-0.4,
obsessivo,-0.7,
obsoleto,-1.2,
obstaculo,-1.6,
obstinado,-1.2,
impar,-1.3,
ofensa,-1.2,
ofensa,-1.4,
ofender,-1.2,
ofensor,-1.5,
infrator,-1.5,
ofender,-2.0,
ofensivo,-2.0,
ofensivamente,-2.8,
ofensividade,-2.3,
ofensiva,-0.8,
desligar,-0.5,
este bem,1.2,TERM
ok,0.9,
sinistro,-1.4,
uma vez em o vida,1.8,TERM
abertura,1.4,
oportuno,1.7,
oportunamente,1.5,
oportunidade,1.2,
oportunismo,0.4,
oportunismo,0.2,
oportunista,0.2,
oportunisticamente,0.9,
oportunista,0.3,
oportunidade,1.6,
oprimido,-2.1,
opressivo,-1.7,
otimizacao,1.9,
otimamente,1.3,
Otimizacoes,1.8,
otimizar,1.9,
otimizar,1.7,
otimizar,1.6,
otimizar,1.7,
otimismo,2.5,
otimismo,2.0,
otimista,2.4,
otimista,1.6,
otimizador,1.5,
otimizador,2.1,
sem opcao,-1.7,TERM
original,1.3,
clamor,-2.3,
extrovertido,1.2,
superar,0.5,
ultraje,-2.3,
"ultrajante , ultrajoso",-2.0,TERM
escandalosamente,-1.2,
ultrajante,-1.2,
ultrajante,-1.3,
ultrajes,-2.3,
divulgacao,1.1,
excepcional,3.0,
muito feliz,2.7,TERM
sobrecarga,-1.5,
reagir exageradamente,-1.0,TERM
reager exageradamente,-1.7,TERM
reacao exagerar,-0.7,TERM
oversell,-0.9,
overselling,-0.8,
oversells,0.3,
simplificacao excessivo,0.2,TERM
simplificar demais,0.1,TERM
exagero,-1.1,
exageracoes,-0.7,
excesso de peso,-1.5,TERM
oprimir,-0.7,
esmagadoramente,-0.5,
oprimer,-0.8,
oximoro,-0.5,
dolorido,-1.8,
causa dor,-1.7,TERM
dorante,-1.7,
sem dor,1.2,TERM
Indolor,1.1,
falta de dor,0.4,TERM
palatavel,1.6,
para provar,0.8,TERM
panico,-2.3,
entrar em panico,-2.0,TERM
entrar em panico,-1.9,TERM
panicula,0.5,
em panico,0.1,TERM
panico,-0.2,
panicular,0.1,
panicums,-0.1,
paraiso,3.2,
paradoxo,-0.4,
paranoia,-1.0,
paranoico,-1.3,
paranoico,-0.7,
paranoia,-1.5,
indulto,1.2,
parley,-0.4,
partir,1.4,
festeira,1.4,
festeiro,0.7,
partidario,1.2,
partidarios,1.1,
passional,1.6,
apaixonadamente,2.4,
flor de o paixao,0.3,TERM
sem paixao,-1.9,TERM
paixoes,2.2,
passivo,0.8,
passivamente,-0.7,
patetico,-2.7,
pateticamente,-1.8,
pagamento,-0.4,
paz,2.5,
pacifico,1.7,
pacificidade,1.8,
pacificamente,2.0,
ce almler,1.9,
mais tranquilo,3.1,TERM
pacificador,1.6,
pacificador,1.6,
Manutencao de o paz,2.0,TERM
pacificacao,1.7,
peacenik,0.8,
peaceniks,0.7,
paz,2.1,
tempo de paz,2.2,TERM
tempo de paz,2.1,TERM
peculiar,0.6,
peculiaridade,0.1,
peculiaridade,0.6,
peculiarmente,-0.4,
pena,-2.0,
pensativo,0.3,
perfeito,2.7,
perfeito,1.4,
aperfeicoar,2.7,
aperfeicoado,1.4,
mais perfeito,3.1,TERM
perfeicoes,2.1,
perfectibilidade,1.8,
perfectivel,1.5,
aperfeicoar,2.3,
perfeicao,2.7,
perfeccionismo,1.3,
perfeccionista,1.5,
perfeccionista,0.1,
perfeitamente,2.1,
perfeito,0.9,
aperfeicoa,1.6,
perjurio,-1.9,
autor,-2.2,
perpetrador,-1.0,
perplexo,-1.3,
perseguir,-2.1,
perseguir,-1.3,
perseguir,-1.2,
perseguir,-1.5,
perverso,-1.8,
perversamente,-2.2,
perversidade,-2.1,
perversao,-1.3,
perversoes,-1.2,
perversidade,-1.1,
perversivo,-2.1,
perverter,-2.3,
pervertir,-2.5,
pervertido,-1.2,
pervertedor,-0.6,
pervertir,-2.8,
pesky,-1.2,
pessimismo,-1.5,
pessimista,-1.5,
pessimista,-1.0,
petrificacao,-1.9,
petrificacoes,-0.3,
petrificar,-2.5,
petrificar,-2.3,
petrificar,-1.7,
petrificante,-2.6,
mais pequeno,-0.3,TERM
pequenininho,-1.3,
mesquinho,-0.8,
fobia,-1.6,
fobio,-2.0,
fobico,-1.2,
fobico,-1.3,
pitoresco,1.6,
acumular se,-1.1,
pique,-1.1,
picar,0.1,
xixi,-1.7,
Mijao,-1.5,
mijoes,-2.5,
pisser,-2.0,
pisser,-1.4,
pisses,-1.4,
pissing,-1.7,
pissoir,-0.8,
piteous,-1.2,
Pitificidade,-1.1,
pitiably,-1.1,
com pena,-1.3,TERM
pitier,-1.2,
pitier,-1.3,
piedade,-1.2,
pitifuller,-1.8,
mais pitifullest,-1.1,TERM
impiedoso,-1.8,
impiedosamente,-2.1,
impiedade,-0.5,
pitiriasi,-0.8,
toque,1.4,
reproduzir,1.4,
brincalhao,1.9,
jogar,0.8,
tocar,1.0,
mais prazeroso,1.5,TERM
mais agradavel,2.6,TERM
por favor,1.3,TERM
agrada,1.7,
prazeravelmente,2.6,
sem estimulo,-1.6,TERM
equilibrar,1.0,
pocao,-2.5,
envenenar,-2.2,
envenenador,-2.7,
envenenador,-3.1,
envenenamento,-2.8,
envenenamento,-2.4,
venenoso,-2.7,
venenosamente,-2.9,
veneno,-2.7,
poluir,-2.3,
poluer,-2.0,
poluidor,-1.8,
poluidor,-2.0,
poluir,-2.2,
pobre,-2.1,
mais pobre,-1.5,TERM
popular,1.8,
popularizar,1.6,
popularizar,1.1,
popularizar,0.5,
popularizar,1.2,
popularidade,1.6,
popularidade,2.1,
popularizacao,1.3,
popularizacoes,0.9,
popularizador,1.8,
popularizador,1.0,
popularmente,1.8,
positivo,2.6,
positivamente,2.4,
positividade,2.3,
positivo,2.2,
positiver,2.3,
positivo,2.4,
mais positivista,2.9,TERM
positivismo,1.6,
positivismos,1.8,
positivista,2.0,
positivista,1.7,
positividade,2.6,
possessivo,-0.9,
postergar,-0.9,
adiar,-0.8,
adiar,-0.5,
pobreza,-2.3,
poderoso,1.8,
praiser,2.0,
pregador,2.0,
louvavel,1.9,
louvar,2.5,
orar,1.3,
rezar,1.5,
rezar,1.4,
prblm,-1.6,
prblms,-2.3,
precioso,2.7,
preciosamente,2.2,
preciosidade,1.9,
preconceito,-2.3,
preconceituoso,-1.9,
preconceito,-1.8,
preparar,0.9,
pressionar,-0.9,
sem pressao,1.0,TERM
pressoes,-1.3,
pressionar,-1.4,
pressurizar,-0.6,
pressurizar,-0.4,
pressuriza,-0.8,
pressurizacao,-0.6,
pressurizacoes,-0.3,
pressurizador,0.1,
pressurizador,-0.7,
fazer de conta,-0.4,TERM
finger,-0.4,
embelezar,1.6,
bonito,1.7,
impedir,0.1,
impedir,-0.1,
prick,-1.4,
pricker,-0.3,
pricker,-0.2,
pricket,-0.5,
prickets,0.3,
picar,-0.9,
prickle,-1.0,
prickled,-0.2,
prickles,-0.8,
mais precoce,-1.6,TERM
mais picar,-1.4,TERM
espalhafato,-0.6,
espinhoso,-0.9,
pricky,-0.6,
orgulho,1.4,
prisaor,-2.3,
prisioneiro,-2.5,
prisioneiro,-2.3,
privilegio,1.5,
privilegiar,1.9,
privilegio,1.6,
privilegiar,0.7,
valorizar,2.4,
combate de premio,-0.1,TERM
combatente de premio,-0.1,TERM
combate de premio,0.4,TERM
vencedor,1.0,
vencedor,0.8,
vencedor de o premio,2.3,TERM
ganhador,2.4,
proativo,1.8,
problema,-1.7,
problematico,-1.9,
problematicamente,-2.0,
problematico,-1.3,
problema,-1.7,
lucro,1.9,
rentabilidade,1.1,
rentavel,1.9,
lucrativamente,1.6,
lucrar,1.3,
profeta,0.8,
aproveitar,-0.6,
especulador,0.5,
aproveitar,0.7,
profiterole,0.5,
lucrar,1.6,
sem lucro,-1.5,TERM
lucro,1.9,
de lucro,0.9,TERM
progresso,1.8,
proeminente,1.3,
promiscuidade,-0.8,
promiscuidade,-1.8,
promiscuo,-0.3,
promiscuamente,-1.5,
promessa,1.3,
prometer,1.5,
prometer,0.8,
prometer,1.1,
promotor,1.3,
promissor,1.6,
promessa,1.6,
promissor,1.7,
de forma promissor,1.2,TERM
promissorio,0.9,
