palavra,polaridade,tipo
tolice,-0.9,TBD
lobo,-0.8,TBD
foplayishes,-0.4,TBD
mais foolhardier,-1.5,TBD
mais fofo,-1.3,TBD
em tonturas,-1.4,TBD
insensato,-1.1,TBD
imbecil,-2.7,TBD
mais tolo,0.8,TBD
tolo,-1.8,TBD
tolices,-2.0,TBD
infalivel,1.0,TBD
tolos,-2.2,TBD
foolscaps,-0.8,TBD
proibido,-1.6,TBD
proibicao,-1.4,TBD
proibicoes,-1.0,TBD
proibidores,-1.5,TBD
proibindo,-1.9,TBD
proibidamente,-1.9,TBD
proibe,-1.3,TBD
forcado,-2.0,TBD
encerramento,-0.5,TBD
foreclosures,-2.4,TBD
perdoou,1.4,TBD
esqueco,-0.9,TBD
esquecido,-0.9,TBD
perdoavel,1.6,TBD
perdoar,1.1,TBD
perdoado,0.9,TBD
perdao,1.3,TBD
perdoador,1.7,TBD
perdizes,1.2,TBD
perdoa,1.7,TBD
perdoando,1.7,TBD
indulgencia,1.8,TBD
afortunado,1.9,TBD
foughten,-1.9,TBD
frenetico,-1.9,TBD
freneticamente,-1.4,TBD
franticness,-0.7,TBD
fraude,-2.3,TBD
fraudes,-1.2,TBD
fraudadores,-2.4,TBD
fraudulento,-2.2,TBD
aberracao,-1.9,TBD
assustado,-0.7,TBD
freakiness,-1.4,TBD
freaking,-1.8,TBD
freakish,-2.1,TBD
freakishly,-0.8,TBD
loucuras,-1.4,TBD
surtar,-1.8,TBD
freakouts,-1.5,TBD
loucos,-0.4,TBD
loucao,-1.5,TBD
livre,0.7,TBD
base livre,-0.1,TBD
baseado em livre,0.8,TBD
bases livres,0.8,TBD
freebase,-0.4,TBD
freebee,1.3,TBD
freebees,1.3,TBD
freebie,1.8,TBD
brindes,1.8,TBD
bordo livre,0.3,TBD
freeboards,0.7,TBD
freeboot,-0.7,TBD
freebooter,-1.7,TBD
freebooters,-0.2,TBD
freebooting,-0.8,TBD
livre nascido,1.2,TBD
libertado,1.7,TBD
liberto,1.1,TBD
libertos,0.7,TBD
liberdade,2.4,TBD
liberdades,2.3,TBD
liberta,1.6,TBD
libertas,1.3,TBD
forma livre,0.9,TBD
maos livres,0.5,TBD
freehanded,1.4,TBD
freehearted,1.5,TBD
livreiro,0.5,TBD
freeholders,0.1,TBD
terras livres,1.0,TBD
liberando,2.1,TBD
freelance,1.2,TBD
freelancer,0.7,TBD
trabalhador autonomo,1.1,TBD
autonomos,0.4,TBD
freelances,0.7,TBD
trabalho autonomo,0.4,TBD
freeload,-1.9,TBD
freeloaded,-1.6,TBD
freeloader,-0.7,TBD
freeloaders,-0.1,TBD
freeloading,-1.3,TBD
freeloads,-1.3,TBD
livremente,1.9,TBD
freeman,1.7,TBD
freemartin,-0.5,TBD
freemasonries,0.7,TBD
maconaria,0.3,TBD
freemen,1.5,TBD
freeness,1.6,TBD
freenesses,1.7,TBD
mais livre,1.6,TBD
freers,1.0,TBD
libera,1.2,TBD
freesia,0.4,TBD
freesias,0.4,TBD
autonomo,1.1,TBD
estilo livre,0.7,TBD
freestyler,0.4,TBD
freestylers,0.8,TBD
freestyles,0.3,TBD
pensador livre,1.0,TBD
freethinkers,1.0,TBD
freethinking,1.1,TBD
freeware,0.7,TBD
auto-estrada,0.2,TBD
roda livre,0.5,TBD
freewheeled,0.3,TBD
freewheeler,0.2,TBD
freewheelers,-0.3,TBD
freewheeling,0.5,TBD
freewheelingly,0.8,TBD
rodas livres,0.6,TBD
livre arbitrio,1.0,TBD
escrita livre,0.8,TBD
congelar,0.2,TBD
freezers,-0.1,TBD
congela,-0.1,TBD
congelando,-0.4,TBD
congelante,-1.6,TBD
frenesi,-1.3,TBD
fresco,1.3,TBD
amigos,2.1,TBD
amigo,1.7,TBD
amizade,1.9,TBD
amigo sem amigos,-1.5,TBD
mais amigaveis,2.6,TBD
amistosos,2.2,TBD
muito amigos,1.8,TBD
simpatia,1.5,TBD
amigaveis,2.2,TBD
amizades,1.6,TBD
susto,-2.2,TBD
amedrontar,-1.4,TBD
assustador,-2.2,TBD
assustadoramente,-2.1,TBD
assusta,-1.4,TBD
espantoso,-2.3,TBD
espantosamente,-1.7,TBD
frights,-1.1,TBD
frisky,1.0,TBD
franzindo a testa,-1.4,TBD
frustrar,-2.0,TBD
frustrado,-0.1,TBD
frustra,-0.4,TBD
frustrante,-1.9,TBD
frustrantemente,-2.0,TBD
frustracao,-2.1,TBD
frustracoes,-2.0,TBD
porra,-2.5,TBD
fodido,-3.4,TBD
fudedores,-2.9,TBD
fudedor,-3.2,TBD
cabeca de foda,-3.1,TBD
foda,-2.1,TBD
fucktard,-3.1,TBD
fud,-1.1,TBD
fugiu,-2.5,TBD
falando,-3.2,TBD
preencha,1.9,TBD
realizada,1.8,TBD
cumpre,1.0,TBD
fumo,-1.2,TBD
fumado,-1.8,TBD
sem fumo,0.3,TBD
muito parecido,-0.7,TBD
fumador,0.7,TBD
fumadores,-0.8,TBD
fumos,-0.1,TBD
fumet,0.4,TBD
fumetas,-0.4,TBD
fumaca,-0.6,TBD
fumando,-2.7,TBD
funeral,-1.5,TBD
funerais,-1.6,TBD
funky,-0.4,TBD
diversificado,2.3,TBD
funil,0.1,TBD
canalizado,-0.1,TBD
funnelform,0.5,TBD
canalizar,0.1,TBD
funis,0.4,TBD
funner,2.2,TBD
mais divertido,2.9,TBD
mais engracado,2.6,TBD
engracados,1.3,TBD
de maneira engracada,1.9,TBD
funniness,1.8,TBD
funcionamento,1.8,TBD
engracado,1.9,TBD
homem engracado,1.4,TBD
homens engracados,1.3,TBD
furioso,-2.4,TBD
furiosamente,-1.9,TBD
furia,-2.7,TBD
inutil,-1.9,TBD
mordaca,-1.4,TBD
amordacado,-1.3,TBD
ganho,2.4,TBD
ganhou,2.7,TBD
ganhando,1.8,TBD
ganhos,2.5,TBD
galante,1.7,TBD
galantemente,1.9,TBD
galanteria,2.6,TBD
nerd,-1.2,TBD
mais geek,0.2,TBD
muito geek,-0.1,TBD
geeks,-0.4,TBD
nerdice,-0.6,TBD
generosidades,2.6,TBD
generosidade,2.4,TBD
generoso,2.3,TBD
generosamente,1.9,TBD
genial,1.8,TBD
gentil,1.9,TBD
mais suave,1.4,TBD
mais gentil,1.8,TBD
suavemente,2.0,TBD
fantasma,-1.3,TBD
vertiginoso,-0.6,TBD
presente,1.9,TBD
giggler,0.6,TBD
gigglers,1.4,TBD
risos,2.2,TBD
gigglier,1.0,TBD
giggliest,1.7,TBD
gigglingly,1.1,TBD
giggly,1.0,TBD
doador,1.4,TBD
doadores,1.7,TBD
dando,1.4,TBD
com prazer,1.4,TBD
glamour,1.9,TBD
glamado,1.8,TBD
glamorizacao,1.8,TBD
glamorizar,1.7,TBD
glamorizado,2.1,TBD
glamurador,2.4,TBD
glamorizers,1.6,TBD
glamorizes,2.4,TBD
glamoroso,2.0,TBD
glamourosa,2.1,TBD
glamores,1.4,TBD
glamourize,0.8,TBD
sem glamour,-1.6,TBD
melancolia,-1.1,TBD
melancolico,-1.9,TBD
mais sombrio,-1.5,TBD
abatimento,-1.8,TBD
glooming,-1.8,TBD
sombrio,-1.8,TBD
glorioso,3.2,TBD
glorias,2.1,TBD
glorificacao,2.0,TBD
glorificado,2.3,TBD
glorificador,2.3,TBD
glorificadores,1.6,TBD
glorifica,2.2,TBD
glorificar,2.7,TBD
glorificando,2.4,TBD
gloriole,1.5,TBD
glorioles,1.2,TBD
gloriosamente,2.9,TBD
gloriosidade,2.6,TBD
gloria,2.5,TBD
glum,-2.1,TBD
gn8,0.6,TBD
deus,1.1,TBD
maldito,-2.1,TBD
goddams,-1.9,TBD
entrega de deus,2.8,TBD
boa,1.9,TBD
bondade,2.0,TBD
incrivelmente,2.3,TBD
belissima,2.9,TBD
belissimas,2.1,TBD
fofoca,-1.1,TBD
fofoqueiro,-1.1,TBD
fofoqueiros,-1.1,TBD
bisbilhotice,-1.6,TBD
gossipmonger,-1.0,TBD
gossipmongers,-1.4,TBD
fofocas,-1.3,TBD
fofocando,-1.8,TBD
fofoquices,-0.8,TBD
gossipry,-1.2,TBD
fofocar,-1.3,TBD
graca,1.8,TBD
agraciado,0.9,TBD
gracioso,2.6,TBD
mais gracioso,2.8,TBD
graciosamente,2.3,TBD
gratidao,2.3,TBD
gracas,1.6,TBD
gracile,1.7,TBD
graciosos,0.6,TBD
gracilis,0.4,TBD
gracilidade,1.2,TBD
gracing,1.3,TBD
graciousness,2.4,TBD
grande,2.0,TBD
grandee,1.1,TBD
grandes,1.2,TBD
maior,3.2,TBD
grandeza,2.4,TBD
grandezas,2.1,TBD
conceder,1.5,TBD
concedido,1.0,TBD
concedendo,1.3,TBD
concessoes,0.9,TBD
grato,2.7,TBD
gratefuller,1.8,TBD
com gratidao,2.1,TBD
graticule,0.1,TBD
graticules,0.2,TBD
gratificacao,1.6,TBD
gratifica,1.5,TBD
satisfazer,2.0,TBD
gratificante,2.4,TBD
gratificantemente,2.0,TBD
gratinado,0.4,TBD
grade,-0.4,TBD
gratingly,-0.2,TBD
grades,-0.8,TBD
gratines,0.2,TBD
gratis,0.2,TBD
gratz,2.0,TBD
grave,-1.6,TBD
graved,-0.9,TBD
cascalho,-0.5,TBD
gravado,-0.5,TBD
sem cascas,-1.3,TBD
gravemente,-2.6,TBD
graven,-0.9,TBD
graveness,-1.5,TBD
mais grave,-1.3,TBD
gravers,-1.2,TBD
sepulturas,-1.2,TBD
tumulo,-0.8,TBD
tumulos,-1.6,TBD
lapide,-0.7,TBD
lapides,-0.5,TBD
cemiterio,-1.2,TBD
cemiterios,-1.2,TBD
otimo,1.5,TBD
ganancia,-1.7,TBD
mais esperto,1.3,TBD
avidamente,-1.9,TBD
greenwash,-1.8,TBD
lavagem ecologica,-0.4,TBD
cumprimentar,1.3,TBD
cumprimentou,1.1,TBD
cumprimento,1.6,TBD
saudacoes,1.8,TBD
cumprimenta,0.6,TBD
cinzento,0.2,TBD
prostracao,-2.2,TBD
queixas,-1.5,TBD
agravos,-1.1,TBD
sofrer,-1.6,TBD
sofrido,-2.0,TBD
lamentador,-1.6,TBD
delitos,-0.3,TBD
sofre,-2.1,TBD
sofrendo,-2.3,TBD
gravidade,-0.2,TBD
careta,-1.0,TBD
fez uma careta,-2.0,TBD
muecas,-1.8,TBD
fazendo caretas,-1.4,TBD
grimalkin,-0.9,TBD
grimed,-1.2,TBD
grimes,-1.0,TBD
severamente,-2.0,TBD
griminess,-1.6,TBD
griming,-0.7,TBD
sombriamente,-1.3,TBD
mais grimmest,-0.8,TBD
escuridao,-0.8,TBD
sorrir,1.5,TBD
sorriu,2.5,TBD
grinner,1.1,TBD
sorrisos,2.1,TBD
arrecadado,-0.4,TBD
grosses,-0.8,TBD
cobranca,-0.3,TBD
grosseria,-1.5,TBD
grossular,-0.3,TBD
grossularite,-0.1,TBD
grossularites,-0.7,TBD
grossulars,-0.3,TBD
grouch,-2.2,TBD
chateado,-1.6,TBD
grunhidos,-0.9,TBD
mais mal-humorado,-2.0,TBD
mal-humorado,-1.7,TBD
gritando,-1.6,TBD
crescendo,0.7,TBD
crescimento,1.6,TBD
mais culpado,-1.7,TBD
com culpa,-1.1,TBD
inocente,0.9,TBD
falta de culpa,0.6,TBD
culpas,-1.4,TBD
credulidade,-1.6,TBD
credulo,-1.5,TBD
arma de fogo,-1.4,TBD
h8,-2.7,TBD
ha,1.4,TBD
hackeado,-1.7,TBD
haha,2.0,TBD
hahaha,2.6,TBD
hahas,1.8,TBD
saudar,0.3,TBD
saudado,0.9,TBD
aleluia,3.0,TBD
bonito,2.2,TBD
bem-estar,1.6,TBD
infeliz,-1.8,TBD
desamparo,-1.7,TBD
mais feliz,3.2,TBD
voce,1.1,TBD
molestar,-2.1,TBD
assediado,-2.5,TBD
assediante,-2.4,TBD
assaltantes,-2.8,TBD
assedio,-2.6,TBD
assediar,-2.5,TBD
mais duro,-0.6,TBD
robusto,-1.7,TBD
prejuizo,-1.8,TBD
prejudicado,-2.1,TBD
nocividade,-2.6,TBD
prejudicando,-2.6,TBD
inofensivo,0.8,TBD
inofensivamente,1.4,TBD
harmonico,0.5,TBD
harmonica,0.6,TBD
harmonicamente,2.1,TBD
harmonicas,0.1,TBD
harmonicos,1.5,TBD
harmonias,1.3,TBD
harmonioso,2.0,TBD
harmoniosamente,1.9,TBD
harmoniosidade,1.8,TBD
harmonizar,1.7,TBD
harmonizado,1.6,TBD
harmonizando,1.4,TBD
harmonio,0.9,TBD
harmonizavel,0.8,TBD
harmonizacao,1.9,TBD
harmonizacoes,0.9,TBD
harmonizador,1.6,TBD
harmonizadores,1.6,TBD
harmoniza,1.5,TBD
harmonia,1.7,TBD
prejudica,-2.2,TBD
harried,-1.4,TBD
aspero,-1.9,TBD
mais severo,-1.5,TBD
odio,-3.2,TBD
odiou,-3.2,TBD
odioso,-2.3,TBD
odiar,-3.6,TBD
odiador,-1.8,TBD
odiadores,-2.2,TBD
odeia,-1.9,TBD
odiando,-2.3,TBD
assombro,-1.7,TBD
assombrada,-2.1,TBD
assombrando,-1.1,TBD
assombracoes,-1.0,TBD
havoc,-2.9,TBD
saudavel,1.7,TBD
destruidor de coracoes,-2.2,TBD
quebra-coracoes,-2.1,TBD
dolorosamente,-2.4,TBD
quebrante,-1.8,TBD
coracao partido,-3.3,TBD
sincero,1.7,TBD
sem coracao,-2.8,TBD
falta de coracao,-2.8,TBD
ceu,2.3,TBD
celestial,3.0,TBD
mais celestial,2.7,TBD
celestiais,2.3,TBD
ceus,1.7,TBD
para o ceu,1.2,TBD
heh,-0.6,TBD
inferno,-3.6,TBD
infernal,-3.2,TBD
socorro,1.7,TBD
ajudante,1.4,TBD
ajudantes,1.1,TBD
util,1.9,TBD
de forma util,1.8,TBD
gentileza,2.3,TBD
ajudando,1.2,TBD
desamparado,-2.0,TBD
impotente,-2.2,TBD
ajuda,1.6,TBD
heroi,2.6,TBD
herois,1.3,TBD
heroico,1.1,TBD
homerico,2.9,TBD
heroicamente,2.4,TBD
heroicomic,1.0,TBD
heroics,2.4,TBD
heroina,-2.0,TBD
heroinas,1.8,TBD
heroismo,2.0,TBD
heroismos,2.2,TBD
heroizar,2.1,TBD
heroizes,2.2,TBD
heroizando,1.9,TBD
garca,0.1,TBD
heronries,0.7,TBD
heronry,0.1,TBD
garcas,0.5,TBD
hesitacao,-1.1,TBD
hesitacoes,-1.1,TBD
hesitante,-1.0,TBD
hesitantemente,-1.5,TBD
hesite,-1.1,TBD
hesitou,-1.3,TBD
hesitater,-1.4,TBD
hesitantes,-1.4,TBD
hesita,-1.4,TBD
hesitando,-1.4,TBD
escondeu,-0.4,TBD
ocultar,-0.7,TBD
esconde,-0.9,TBD
se escondendo,-1.2,TBD
realcar,1.4,TBD
hilario,1.7,TBD
obstaculo,-1.5,TBD
feriado,1.7,TBD
feriados,1.6,TBD
com saudades de casa,-0.7,TBD
nostalgia,-1.8,TBD
honesto,2.3,TBD
honester,1.9,TBD
mais honesto,3.0,TBD
honesties,1.8,TBD
honestamente,2.0,TBD
honestidade,2.2,TBD
honra,2.7,TBD
honorabilidade,2.2,TBD
honroso,2.1,TBD
honrosamente,2.4,TBD
honorarios,1.3,TBD
honorariamente,1.9,TBD
honorario,1.7,TBD
honrado,2.2,TBD
homenageado,2.1,TBD
homenageados,2.3,TBD
honorifico,1.4,TBD
honorificamente,2.2,TBD
honorificos,1.7,TBD
honrando,2.1,TBD
honras,2.2,TBD
honrador,1.8,TBD
honradores,1.6,TBD
hooligan,-1.5,TBD
hooliganismo,-2.1,TBD
hooligans,-1.1,TBD
hooray,2.3,TBD
esperanca,1.6,TBD
esperava,1.6,TBD
esperancoso,2.3,TBD
esperancosamente,1.7,TBD
sem esperanca,-2.0,TBD
irremediavelmente,-2.2,TBD
desesperanca,-3.1,TBD
esperancas,1.8,TBD
na esperanca,1.8,TBD
horrendo,-2.8,TBD
horrivelmente,-3.3,TBD
horrent,-0.9,TBD
horrivelidade,-2.4,TBD
horriveis,-2.1,TBD
horrendas,-3.0,TBD
horroriza,-2.9,TBD
horrorizar,-2.5,TBD
horror,-2.7,TBD
horrores,-2.7,TBD
hostil,-1.5,TBD
hostis,-1.3,TBD
hostilidades,-2.1,TBD
hostilidade,-2.5,TBD
huckster,-0.9,TBD
enorme,1.3,TBD
huggable,1.6,TBD
abracou,1.7,TBD
hugger,1.6,TBD
huggers,1.8,TBD
abracando,1.8,TBD
abracos,2.2,TBD
humerous,1.4,TBD
humilhar,-2.5,TBD
humilhado,-1.4,TBD
humilha,-1.0,TBD
humilhante,-1.2,TBD
humilhantemente,-2.6,TBD
humilhacao,-2.7,TBD
humilhacoes,-2.4,TBD
humor,2.1,TBD
humoral,0.6,TBD
humorada,1.1,TBD
humoresque,1.2,TBD
humoresques,0.9,TBD
humorista,1.2,TBD
humoristico,1.6,TBD
humoristas,1.3,TBD
sem humor,-1.3,TBD
falta de humor,-1.4,TBD
com humor,-1.3,TBD
humores,1.6,TBD
fazendo graca,1.7,TBD
comico,2.0,TBD
fome,-1.9,TBD
hurra,2.7,TBD
trancado,1.9,TBD
hurrahing,2.4,TBD
hurrahs,2.1,TBD
atirando,1.2,TBD
hurrays,2.4,TBD
ferido,-2.4,TBD
inflexao,-1.9,TBD
ferimento,-1.9,TBD
machucando,-1.7,TBD
hurtle,-0.3,TBD
se precipitou,-0.6,TBD
se precipita,-1.0,TBD
sem ferida,0.3,TBD
se precipitando,-1.4,TBD
doi,-2.1,TBD
hipocrita,-2.0,TBD
histeria,-1.8,TBD
histerico,-0.1,TBD
ideal,2.4,TBD
ideia,-1.9,TBD
idealize,1.4,TBD
idealizado,1.8,TBD
idealiza,2.0,TBD
idealizando,1.4,TBD
idealismo,1.7,TBD
idealismos,0.8,TBD
idealista,1.7,TBD
idealistas,0.7,TBD
idealidades,1.5,TBD
idealidade,1.9,TBD
idealizacao,1.8,TBD
idealizacoes,1.4,TBD
idealizar,1.2,TBD
idealizador,1.3,TBD
idealizadores,1.9,TBD
idealless,-1.7,TBD
idealmente,1.8,TBD
idealogues,0.5,TBD
ideologia,0.8,TBD
ideais,0.8,TBD
ignoravel,-1.0,TBD
ignorante,-1.3,TBD
ignorantes,-0.7,TBD
ignorancia,-1.1,TBD
ignorancias,-1.2,TBD
ignorantemente,-1.6,TBD
ignorar,-1.5,TBD
ignorado,-1.3,TBD
ignora,-1.1,TBD
ignorando,-1.7,TBD
eu vou,-1.8,TBD
ilegal,-2.6,TBD
analfabetismo,-1.9,TBD
doenca,-1.7,TBD
doencas,-2.2,TBD
imobilizado,-1.2,TBD
imoral,-2.0,TBD
imoralismo,-1.6,TBD
imoralista,-2.1,TBD
imoralistas,-1.7,TBD
imoralidades,-1.1,TBD
imoralidade,-0.6,TBD
imoralmente,-2.1,TBD
imortal,1.0,TBD
imune,1.2,TBD
impaciencia,-1.8,TBD
impacientes,-0.2,TBD
impacientemente,-1.7,TBD
imperfeita,-1.3,TBD
impessoal,-1.3,TBD
indelicado,-2.1,TBD
impericia,-1.8,TBD
impolunidades,-2.3,TBD
importancia,1.5,TBD
importancias,0.4,TBD
importacao,1.4,TBD
importante,1.3,TBD
impor,-1.2,TBD
imposto,-0.3,TBD
impoe,-0.4,TBD
imponente,-0.4,TBD
impressionar,0.6,TBD
impressionado,2.1,TBD
impressiona,2.1,TBD
impressionabilidade,1.2,TBD
impressionavel,0.2,TBD
impressao,-0.4,TBD
impressionismo,0.8,TBD
impressionismos,0.5,TBD
impressionista,1.6,TBD
impressionistas,0.5,TBD
impressoes,0.5,TBD
impressionantemente,2.0,TBD
melhorar,1.9,TBD
melhorado,2.1,TBD
melhoria,2.0,TBD
melhorias,1.3,TBD
melhorador,1.8,TBD
melhoradores,1.3,TBD
melhora,1.8,TBD
melhorando,1.8,TBD
incapacidade,-1.7,TBD
inacao,-1.0,TBD
insuficiencias,-1.7,TBD
inadequacao,-1.6,TBD
inadequado,-1.7,TBD
inadequadamente,-1.0,TBD
incapaz,-1.6,TBD
incapacitado,-1.9,TBD
indignado,-2.5,TBD
incentivo,1.5,TBD
incompetencia,-2.3,TBD
incompetente,-2.1,TBD
inconsiderado,-1.9,TBD
inconveniencia,-1.5,TBD
inconveniente,-1.4,TBD
aumentar,1.3,TBD
aumentou,1.1,TBD
indecisao,-1.3,TBD
indeciso,-0.9,TBD
na duvida,-0.7,TBD
indecisamente,-0.9,TBD
indestrutivel,0.6,TBD
indiferenca,-0.2,TBD
indiferente,-0.8,TBD
indignacao,-2.0,TBD
doutrinar,-1.4,TBD
doutrinada,-0.4,TBD
doutrina,-0.6,TBD
doutrinado,-0.7,TBD
ineficaz,-1.2,TBD
ineficazmente,-1.1,TBD
ineficacia,-1.3,TBD
apaixonado,2.4,TBD
paixao,0.4,TBD
infectado,-2.2,TBD
inferior,-1.7,TBD
inferioridades,-1.9,TBD
inferioridade,-1.1,TBD
inferiormente,-2.0,TBD
inferiores,-0.5,TBD
inflamado,-1.4,TBD
influente,1.9,TBD
violacao,-2.2,TBD
enfurecer,-2.2,TBD
enfurecida,-3.0,TBD
enfurecendo,-2.4,TBD
inibina,-0.2,TBD
inibir,-1.6,TBD
inibiu,-0.4,TBD
inibindo,-0.4,TBD
inibicao,-1.5,TBD
inibicoes,-0.8,TBD
inibidor,-0.3,TBD
inibidores,-1.0,TBD
inibitorio,-1.0,TBD
inibe,-0.9,TBD
lesionado,-1.7,TBD
injustica,-2.7,TBD
inocencia,1.9,TBD
inocentemente,1.4,TBD
inocentes,1.1,TBD
inovar,2.2,TBD
inova,2.0,TBD
inovacao,1.6,TBD
inovativa,1.9,TBD
inquisicao,-1.2,TBD
inquisitivo,0.7,TBD
insano,-1.7,TBD
insanidade,-2.7,TBD
inseguro,-1.0,TBD
inseguranca,-1.8,TBD
insegurancas,-1.8,TBD
insensivel,-0.9,TBD
insensividade,-1.8,TBD
insignificante,-1.4,TBD
insincero,-1.8,TBD
insinceramente,-1.9,TBD
insinceridade,-1.4,TBD
insipido,-2.0,TBD
inspiracao,1.9,TBD
inspirador,1.8,TBD
de forma inspiradora,2.1,TBD
inspiracoes,0.8,TBD
inspiradores,2.0,TBD
inspirar,2.7,TBD
inspirado,1.3,TBD
inspira,1.9,TBD
inspiradoramente,2.6,TBD
insulto,-2.3,TBD
insultado,-2.3,TBD
insultante,-2.0,TBD
insultadores,-2.0,TBD
insultando,-2.2,TBD
insultantemente,-2.3,TBD
insultos,-1.8,TBD
intacta,0.8,TBD
integridade,1.6,TBD
intelecto,1.8,TBD
inteleccao,0.6,TBD
inteleccoes,0.8,TBD
intelectivo,1.7,TBD
intelectualmente,1.4,TBD
intelectual,2.3,TBD
intelectualismo,1.3,TBD
intelectualista,2.0,TBD
intelectualistas,0.8,TBD
intelectualidades,1.7,TBD
intelectualidade,1.5,TBD
intelectualizacao,0.8,TBD
intelectualizar,1.5,TBD
intelectualizado,1.2,TBD
intelectualiza,1.8,TBD
intelectuais,1.6,TBD
sapiencia,1.5,TBD
inteligencias,1.5,TBD
muito inteligente,1.9,TBD
intelligentsia,1.5,TBD
inteligibilidade,1.5,TBD
inteligivel,1.4,TBD
inteligivelmente,1.2,TBD
intenso,0.3,TBD
interesse,2.0,TBD
interessado,1.5,TBD
interessante,1.7,TBD
curiosamente,1.7,TBD
curiosidade,1.8,TBD
interesses,1.0,TBD
interrogado,-1.6,TBD
interromper,-1.4,TBD
interrompido,-1.2,TBD
interruptor,-1.3,TBD
interruptores,-1.3,TBD
imterrompivel,-1.3,TBD
interrompendo,-1.2,TBD
interrupcao,-1.5,TBD
interrupcoes,-1.7,TBD
interruptivo,-1.4,TBD
interrompe,-1.3,TBD
intimidar,-0.8,TBD
intimida,-1.3,TBD
intimidador,-1.6,TBD
intimidantemente,-1.1,TBD
intimidacao,-1.8,TBD
intimidacoes,-1.4,TBD
intimidadores,-1.6,TBD
intimidatorio,-1.1,TBD
intrincado,0.6,TBD
intrigas,0.9,TBD
revigorar,2.3,TBD
revigorado,1.9,TBD
revigora,1.8,TBD
revigorante,2.1,TBD
revigorantemente,2.0,TBD
revigoramento,1.5,TBD
revigoracoes,1.2,TBD
revigorador,1.1,TBD
revigorantes,1.2,TBD
invencivel,2.2,TBD
convite,0.6,TBD
convidativo,1.3,TBD
invulneravel,1.3,TBD
irado,-2.9,TBD
ironico,-0.5,TBD
ironia,-0.2,TBD
irracional,-1.4,TBD
irracionalismo,-1.5,TBD
irracionalista,-2.1,TBD
irracionais,-1.1,TBD
irracionalidades,-1.5,TBD
irracionalidade,-1.7,TBD
irracionalmente,-1.6,TBD
irresistivel,1.4,TBD
irresoluto,-1.4,TBD
irresponsavel,-1.9,TBD
irreversivel,-0.8,TBD
irritabilidade,-1.7,TBD
irritavel,-2.1,TBD
irritar,-1.8,TBD
irritantemente,-2.0,TBD
irritacao,-2.3,TBD
irritacoes,-1.5,TBD
isolavel,0.2,TBD
isolar,-0.8,TBD
isolado,-1.3,TBD
isolados,-1.3,TBD
isolamento,-1.7,TBD
isolacionismo,0.4,TBD
isolacionista,0.7,TBD
isolamentos,-0.5,TBD
isolador,-0.4,TBD
isoladores,-0.4,TBD
sarnento,-1.1,TBD
loucas,-2.8,TBD
com ciumes,-2.0,TBD
ciumes,-1.3,TBD
empurrao,-1.4,TBD
empurrou,-0.8,TBD
idiotas,-1.3,TBD
joia,1.5,TBD
joias,2.0,TBD
jocosa,1.2,TBD
junte-se,1.2,TBD
gracejo,1.2,TBD
brincou,1.3,TBD
palhaco,0.5,TBD
piadas,1.0,TBD
jokester,1.5,TBD
brincadeiras,1.3,TBD
jokey,1.1,TBD
brincadeira,1.2,TBD
jollied,2.4,TBD
jollies,2.0,TBD
jollification,2.2,TBD
jollifications,2.0,TBD
zombar,-2.0,TBD
jollily,2.7,TBD
paciencia,2.5,TBD
jollities,1.7,TBD
zangando,2.3,TBD
jovial,1.9,TBD
jubilo,2.7,TBD
sem alegria,-1.7,TBD
falta de alegria,-2.7,TBD
com alegria,2.9,TBD
joypop,-0.2,TBD
joypoppers,-0.1,TBD
joyridden,0.6,TBD
joyrider,0.7,TBD
joyriders,1.3,TBD
joyrides,0.8,TBD
de alegria,0.9,TBD
joyrode,1.0,TBD
alegrias,2.2,TBD
controle de video game,0.7,TBD
joysticks,0.2,TBD
jubiloso,3.0,TBD
justica,2.4,TBD
justificadamente,1.0,TBD
justificado,1.7,TBD
interessados,0.6,TBD
mais intenso,1.9,TBD
intensamente,1.0,TBD
agudeza,1.4,TBD
keens,0.1,TBD
kewl,1.3,TBD
brincando,0.4,TBD
matar,-0.1,TBD
matador,-1.1,TBD
matadores,-0.1,TBD
killdees,-0.6,TBD
assassinos,-3.3,TBD
killick,0.1,TBD
killie,-0.1,TBD
matando,-2.6,TBD
killjoy,-2.1,TBD
matancas,-1.7,TBD
killock,-0.3,TBD
mata,-2.5,TBD
tipo,2.4,TBD
do tipo,2.2,TBD
gentilmente,2.2,TBD
beijo,1.8,TBD
beijavel,2.0,TBD
pegavel,1.9,TBD
beijou,1.6,TBD
beijoqueiro,1.7,TBD
beijinhos,1.5,TBD
beijos,2.3,TBD
se beijando,2.7,TBD
kissy,1.8,TBD
falta,-1.3,TBD
lackadaisical,-1.6,TBD
atraso,-1.4,TBD
atrasos,-1.5,TBD
coxo,-1.8,TBD
lamebrain,-1.6,TBD
lamedido,-2.5,TBD
lamebrains,-1.2,TBD
lamedh,0.1,TBD
lamela,-0.1,TBD
lamelas,0.1,TBD
lamellibranch,0.2,TBD
lamellibranchs,-0.1,TBD
maliciosamente,-0.7,TBD
claudicacao,-0.8,TBD
lamento,-2.0,TBD
lamentavel,-2.3,TBD
lamentabilidade,-1.3,TBD
lamentavelmente,-1.7,TBD
lamentacao,-1.2,TBD
lamentacoes,-1.9,TBD
lamentou,-1.6,TBD
lamentadores,-2.0,TBD
